url,type,name,date,size
https://geo.fbds.org.br/SP/GUAIMBE/USO/SP_3517307_USO.shx,file,SP_3517307_USO.shx,14-08-2021 21:37,148 B
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP.cpg,file,SP_3517406_APP.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP.dbf,file,SP_3517406_APP.dbf,14-08-2021 21:37,2 KB
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP.prj,file,SP_3517406_APP.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP.shp,file,SP_3517406_APP.shp,14-08-2021 21:37,1.8 MB
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP.shp.xml,txt-xml,SP_3517406_APP.shp.xml,14-08-2021 21:37,64 KB
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP.shx,file,SP_3517406_APP.shx,14-08-2021 21:37,156 B
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP_USO.cpg,file,SP_3517406_APP_USO.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP_USO.dbf,file,SP_3517406_APP_USO.dbf,14-08-2021 21:37,2 KB
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP_USO.prj,file,SP_3517406_APP_USO.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP_USO.shp,file,SP_3517406_APP_USO.shp,14-08-2021 21:38,6.9 MB
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP_USO.shp.xml,txt-xml,SP_3517406_APP_USO.shp.xml,14-08-2021 21:37,21 KB
https://geo.fbds.org.br/SP/GUAIRA/APP/SP_3517406_APP_USO.shx,file,SP_3517406_APP_USO.shx,14-08-2021 21:37,132 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_MASSAS_DAGUA.cpg,file,SP_3517406_MASSAS_DAGUA.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_MASSAS_DAGUA.dbf,file,SP_3517406_MASSAS_DAGUA.dbf,14-08-2021 21:37,150 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_MASSAS_DAGUA.prj,file,SP_3517406_MASSAS_DAGUA.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_MASSAS_DAGUA.shp,file,SP_3517406_MASSAS_DAGUA.shp,14-08-2021 21:37,623 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_MASSAS_DAGUA.shp.xml,txt-xml,SP_3517406_MASSAS_DAGUA.shp.xml,14-08-2021 21:37,42 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_MASSAS_DAGUA.shx,file,SP_3517406_MASSAS_DAGUA.shx,14-08-2021 21:37,3 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_NASCENTES.cpg,file,SP_3517406_NASCENTES.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_NASCENTES.dbf,file,SP_3517406_NASCENTES.dbf,14-08-2021 21:37,54 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_NASCENTES.prj,file,SP_3517406_NASCENTES.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_NASCENTES.shp,file,SP_3517406_NASCENTES.shp,14-08-2021 21:37,5 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_NASCENTES.shp.xml,txt-xml,SP_3517406_NASCENTES.shp.xml,14-08-2021 21:37,11 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_NASCENTES.shx,file,SP_3517406_NASCENTES.shx,14-08-2021 21:37,1 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_DUPLOS.cpg,file,SP_3517406_RIOS_DUPLOS.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_DUPLOS.dbf,file,SP_3517406_RIOS_DUPLOS.dbf,14-08-2021 21:37,500 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_DUPLOS.prj,file,SP_3517406_RIOS_DUPLOS.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_DUPLOS.sbn,file,SP_3517406_RIOS_DUPLOS.sbn,14-08-2021 21:37,132 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_DUPLOS.sbx,file,SP_3517406_RIOS_DUPLOS.sbx,14-08-2021 21:37,116 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_DUPLOS.shp,file,SP_3517406_RIOS_DUPLOS.shp,14-08-2021 21:37,459 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_DUPLOS.shp.xml,txt-xml,SP_3517406_RIOS_DUPLOS.shp.xml,14-08-2021 21:37,21 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_DUPLOS.shx,file,SP_3517406_RIOS_DUPLOS.shx,14-08-2021 21:37,108 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_SIMPLES.cpg,file,SP_3517406_RIOS_SIMPLES.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_SIMPLES.dbf,file,SP_3517406_RIOS_SIMPLES.dbf,14-08-2021 21:37,550 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_SIMPLES.prj,file,SP_3517406_RIOS_SIMPLES.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_SIMPLES.shp,file,SP_3517406_RIOS_SIMPLES.shp,14-08-2021 21:37,549 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_SIMPLES.shp.xml,txt-xml,SP_3517406_RIOS_SIMPLES.shp.xml,14-08-2021 21:37,24 KB
https://geo.fbds.org.br/SP/GUAIRA/HIDROGRAFIA/SP_3517406_RIOS_SIMPLES.shx,file,SP_3517406_RIOS_SIMPLES.shx,14-08-2021 21:37,108 B
https://geo.fbds.org.br/SP/GUAIRA/MAPAS/SP_3517406_APP.jpg,img-jpg,SP_3517406_APP.jpg,01-02-2018 19:47,4.2 MB
https://geo.fbds.org.br/SP/GUAIRA/MAPAS/SP_3517406_HIDROGRAFIA.jpg,img-jpg,SP_3517406_HIDROGRAFIA.jpg,01-02-2018 19:47,4.4 MB
https://geo.fbds.org.br/SP/GUAIRA/MAPAS/SP_3517406_RGB532.jpg,img-jpg,SP_3517406_RGB532.jpg,01-02-2018 19:47,7.7 MB
https://geo.fbds.org.br/SP/GUAIRA/MAPAS/SP_3517406_USO_DO_SOLO.jpg,img-jpg,SP_3517406_USO_DO_SOLO.jpg,01-02-2018 19:47,5.0 MB
https://geo.fbds.org.br/SP/GUAIRA/MAPAS/Thumbs.db,file,Thumbs.db,06-08-2021 01:38,29 KB
https://geo.fbds.org.br/SP/GUAIRA/USO/SP_3517406_USO.cpg,file,SP_3517406_USO.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAIRA/USO/SP_3517406_USO.dbf,file,SP_3517406_USO.dbf,14-08-2021 21:37,2 KB
https://geo.fbds.org.br/SP/GUAIRA/USO/SP_3517406_USO.prj,file,SP_3517406_USO.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAIRA/USO/SP_3517406_USO.shp,file,SP_3517406_USO.shp,14-08-2021 21:40,18.7 MB
https://geo.fbds.org.br/SP/GUAIRA/USO/SP_3517406_USO.shp.xml,txt-xml,SP_3517406_USO.shp.xml,14-08-2021 21:37,21 KB
https://geo.fbds.org.br/SP/GUAIRA/USO/SP_3517406_USO.shx,file,SP_3517406_USO.shx,14-08-2021 21:37,148 B
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP.cpg,file,SP_3517505_APP.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP.dbf,file,SP_3517505_APP.dbf,14-08-2021 21:37,112 KB
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP.prj,file,SP_3517505_APP.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP.shp,file,SP_3517505_APP.shp,14-08-2021 21:37,398 KB
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP.shp.xml,txt-xml,SP_3517505_APP.shp.xml,14-08-2021 21:37,46 KB
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP.shx,file,SP_3517505_APP.shx,14-08-2021 21:37,3 KB
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP_USO.cpg,file,SP_3517505_APP_USO.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP_USO.dbf,file,SP_3517505_APP_USO.dbf,14-08-2021 21:37,2 KB
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP_USO.prj,file,SP_3517505_APP_USO.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP_USO.shp,file,SP_3517505_APP_USO.shp,14-08-2021 21:37,733 KB
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP_USO.shp.xml,txt-xml,SP_3517505_APP_USO.shp.xml,14-08-2021 21:37,27 KB
https://geo.fbds.org.br/SP/GUAPIACU/APP/SP_3517505_APP_USO.shx,file,SP_3517505_APP_USO.shx,14-08-2021 21:37,132 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_MASSAS_DAGUA.cpg,file,SP_3517505_MASSAS_DAGUA.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_MASSAS_DAGUA.dbf,file,SP_3517505_MASSAS_DAGUA.dbf,14-08-2021 21:37,18 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_MASSAS_DAGUA.prj,file,SP_3517505_MASSAS_DAGUA.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_MASSAS_DAGUA.shp,file,SP_3517505_MASSAS_DAGUA.shp,14-08-2021 21:37,16 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_MASSAS_DAGUA.shp.xml,txt-xml,SP_3517505_MASSAS_DAGUA.shp.xml,14-08-2021 21:37,27 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_MASSAS_DAGUA.shx,file,SP_3517505_MASSAS_DAGUA.shx,14-08-2021 21:37,476 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_NASCENTES.cpg,file,SP_3517505_NASCENTES.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_NASCENTES.dbf,file,SP_3517505_NASCENTES.dbf,14-08-2021 21:37,51 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_NASCENTES.prj,file,SP_3517505_NASCENTES.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_NASCENTES.shp,file,SP_3517505_NASCENTES.shp,14-08-2021 21:37,5 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_NASCENTES.shp.xml,txt-xml,SP_3517505_NASCENTES.shp.xml,14-08-2021 21:37,25 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_NASCENTES.shx,file,SP_3517505_NASCENTES.shx,14-08-2021 21:37,1 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_DUPLOS.cpg,file,SP_3517505_RIOS_DUPLOS.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_DUPLOS.dbf,file,SP_3517505_RIOS_DUPLOS.dbf,14-08-2021 21:37,16 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_DUPLOS.prj,file,SP_3517505_RIOS_DUPLOS.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_DUPLOS.shp,file,SP_3517505_RIOS_DUPLOS.shp,14-08-2021 21:37,71 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_DUPLOS.shp.xml,txt-xml,SP_3517505_RIOS_DUPLOS.shp.xml,14-08-2021 21:37,16 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_DUPLOS.shx,file,SP_3517505_RIOS_DUPLOS.shx,14-08-2021 21:37,500 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_SIMPLES.cpg,file,SP_3517505_RIOS_SIMPLES.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_SIMPLES.dbf,file,SP_3517505_RIOS_SIMPLES.dbf,14-08-2021 21:37,550 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_SIMPLES.prj,file,SP_3517505_RIOS_SIMPLES.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_SIMPLES.shp,file,SP_3517505_RIOS_SIMPLES.shp,14-08-2021 21:37,200 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_SIMPLES.shp.xml,txt-xml,SP_3517505_RIOS_SIMPLES.shp.xml,14-08-2021 21:37,28 KB
https://geo.fbds.org.br/SP/GUAPIACU/HIDROGRAFIA/SP_3517505_RIOS_SIMPLES.shx,file,SP_3517505_RIOS_SIMPLES.shx,14-08-2021 21:37,108 B
https://geo.fbds.org.br/SP/GUAPIACU/MAPAS/SP_3517505_APP.jpg,img-jpg,SP_3517505_APP.jpg,01-02-2018 19:47,1.7 MB
https://geo.fbds.org.br/SP/GUAPIACU/MAPAS/SP_3517505_HIDROGRAFIA.jpg,img-jpg,SP_3517505_HIDROGRAFIA.jpg,01-02-2018 19:47,1.7 MB
https://geo.fbds.org.br/SP/GUAPIACU/MAPAS/SP_3517505_RGB532.jpg,img-jpg,SP_3517505_RGB532.jpg,01-02-2018 19:48,10.0 MB
https://geo.fbds.org.br/SP/GUAPIACU/MAPAS/SP_3517505_USO_DO_SOLO.jpg,img-jpg,SP_3517505_USO_DO_SOLO.jpg,01-02-2018 19:47,1.8 MB
https://geo.fbds.org.br/SP/GUAPIACU/MAPAS/Thumbs.db,file,Thumbs.db,06-08-2021 01:38,28 KB
https://geo.fbds.org.br/SP/GUAPIACU/USO/SP_3517505_USO.cpg,file,SP_3517505_USO.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIACU/USO/SP_3517505_USO.dbf,file,SP_3517505_USO.dbf,14-08-2021 21:37,2 KB
https://geo.fbds.org.br/SP/GUAPIACU/USO/SP_3517505_USO.prj,file,SP_3517505_USO.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIACU/USO/SP_3517505_USO.shp,file,SP_3517505_USO.shp,14-08-2021 21:37,1.2 MB
https://geo.fbds.org.br/SP/GUAPIACU/USO/SP_3517505_USO.shp.xml,txt-xml,SP_3517505_USO.shp.xml,14-08-2021 21:37,25 KB
https://geo.fbds.org.br/SP/GUAPIACU/USO/SP_3517505_USO.shx,file,SP_3517505_USO.shx,14-08-2021 21:37,140 B
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP.cpg,file,SP_3517604_APP.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP.dbf,file,SP_3517604_APP.dbf,14-08-2021 21:37,904 KB
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP.prj,file,SP_3517604_APP.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP.shp,file,SP_3517604_APP.shp,14-08-2021 21:38,3.7 MB
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP.shp.xml,txt-xml,SP_3517604_APP.shp.xml,14-08-2021 21:37,45 KB
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP.shx,file,SP_3517604_APP.shx,14-08-2021 21:37,20 KB
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP_USO.cpg,file,SP_3517604_APP_USO.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP_USO.dbf,file,SP_3517604_APP_USO.dbf,14-08-2021 21:37,2 KB
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP_USO.prj,file,SP_3517604_APP_USO.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP_USO.sbn,file,SP_3517604_APP_USO.sbn,14-08-2021 21:37,180 B
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP_USO.sbx,file,SP_3517604_APP_USO.sbx,14-08-2021 21:37,124 B
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP_USO.shp,file,SP_3517604_APP_USO.shp,14-08-2021 21:39,12.1 MB
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP_USO.shp.xml,txt-xml,SP_3517604_APP_USO.shp.xml,14-08-2021 21:37,23 KB
https://geo.fbds.org.br/SP/GUAPIARA/APP/SP_3517604_APP_USO.shx,file,SP_3517604_APP_USO.shx,14-08-2021 21:37,140 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_MASSAS_DAGUA.cpg,file,SP_3517604_MASSAS_DAGUA.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_MASSAS_DAGUA.dbf,file,SP_3517604_MASSAS_DAGUA.dbf,14-08-2021 21:37,176 KB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_MASSAS_DAGUA.prj,file,SP_3517604_MASSAS_DAGUA.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_MASSAS_DAGUA.shp,file,SP_3517604_MASSAS_DAGUA.shp,14-08-2021 21:37,529 KB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_MASSAS_DAGUA.shp.xml,txt-xml,SP_3517604_MASSAS_DAGUA.shp.xml,14-08-2021 21:37,22 KB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_MASSAS_DAGUA.shx,file,SP_3517604_MASSAS_DAGUA.shx,14-08-2021 21:37,4 KB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_NASCENTES.cpg,file,SP_3517604_NASCENTES.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_NASCENTES.dbf,file,SP_3517604_NASCENTES.dbf,14-08-2021 21:37,761 KB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_NASCENTES.prj,file,SP_3517604_NASCENTES.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_NASCENTES.shp,file,SP_3517604_NASCENTES.shp,14-08-2021 21:37,69 KB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_NASCENTES.shp.xml,txt-xml,SP_3517604_NASCENTES.shp.xml,14-08-2021 21:37,11 KB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_NASCENTES.shx,file,SP_3517604_NASCENTES.shx,14-08-2021 21:37,20 KB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_DUPLOS.cpg,file,SP_3517604_RIOS_DUPLOS.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_DUPLOS.dbf,file,SP_3517604_RIOS_DUPLOS.dbf,14-08-2021 21:37,500 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_DUPLOS.prj,file,SP_3517604_RIOS_DUPLOS.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_DUPLOS.sbn,file,SP_3517604_RIOS_DUPLOS.sbn,14-08-2021 21:37,132 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_DUPLOS.sbx,file,SP_3517604_RIOS_DUPLOS.sbx,14-08-2021 21:37,116 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_DUPLOS.shp,file,SP_3517604_RIOS_DUPLOS.shp,14-08-2021 21:37,384 KB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_DUPLOS.shp.xml,txt-xml,SP_3517604_RIOS_DUPLOS.shp.xml,14-08-2021 21:37,21 KB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_DUPLOS.shx,file,SP_3517604_RIOS_DUPLOS.shx,14-08-2021 21:37,108 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_SIMPLES.cpg,file,SP_3517604_RIOS_SIMPLES.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_SIMPLES.dbf,file,SP_3517604_RIOS_SIMPLES.dbf,14-08-2021 21:37,550 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_SIMPLES.prj,file,SP_3517604_RIOS_SIMPLES.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_SIMPLES.shp,file,SP_3517604_RIOS_SIMPLES.shp,14-08-2021 21:38,3.1 MB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_SIMPLES.shp.xml,txt-xml,SP_3517604_RIOS_SIMPLES.shp.xml,14-08-2021 21:37,23 KB
https://geo.fbds.org.br/SP/GUAPIARA/HIDROGRAFIA/SP_3517604_RIOS_SIMPLES.shx,file,SP_3517604_RIOS_SIMPLES.shx,14-08-2021 21:37,108 B
https://geo.fbds.org.br/SP/GUAPIARA/MAPAS/SP_3517604_APP.jpg,img-jpg,SP_3517604_APP.jpg,01-02-2018 19:48,7.8 MB
https://geo.fbds.org.br/SP/GUAPIARA/MAPAS/SP_3517604_HIDROGRAFIA.jpg,img-jpg,SP_3517604_HIDROGRAFIA.jpg,01-02-2018 19:48,8.7 MB
https://geo.fbds.org.br/SP/GUAPIARA/MAPAS/SP_3517604_RGB532.jpg,img-jpg,SP_3517604_RGB532.jpg,01-02-2018 19:48,9.7 MB
https://geo.fbds.org.br/SP/GUAPIARA/MAPAS/SP_3517604_USO_DO_SOLO.jpg,img-jpg,SP_3517604_USO_DO_SOLO.jpg,01-02-2018 19:49,7.8 MB
https://geo.fbds.org.br/SP/GUAPIARA/MAPAS/Thumbs.db,file,Thumbs.db,06-08-2021 01:38,42 KB
https://geo.fbds.org.br/SP/GUAPIARA/USO/SP_3517604_USO.cpg,file,SP_3517604_USO.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUAPIARA/USO/SP_3517604_USO.dbf,file,SP_3517604_USO.dbf,14-08-2021 21:37,2 KB
https://geo.fbds.org.br/SP/GUAPIARA/USO/SP_3517604_USO.prj,file,SP_3517604_USO.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUAPIARA/USO/SP_3517604_USO.shp,file,SP_3517604_USO.shp,14-08-2021 21:42,28.4 MB
https://geo.fbds.org.br/SP/GUAPIARA/USO/SP_3517604_USO.shp.xml,txt-xml,SP_3517604_USO.shp.xml,14-08-2021 21:37,22 KB
https://geo.fbds.org.br/SP/GUAPIARA/USO/SP_3517604_USO.shx,file,SP_3517604_USO.shx,14-08-2021 21:37,148 B
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP.cpg,file,SP_3517703_APP.cpg,14-08-2021 21:37,5 B
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP.dbf,file,SP_3517703_APP.dbf,14-08-2021 21:37,2 KB
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP.prj,file,SP_3517703_APP.prj,14-08-2021 21:37,418 B
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP.shp,file,SP_3517703_APP.shp,14-08-2021 21:38,512 KB
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP.shp.xml,txt-xml,SP_3517703_APP.shp.xml,14-08-2021 21:38,64 KB
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP.shx,file,SP_3517703_APP.shx,14-08-2021 21:38,148 B
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP_USO.cpg,file,SP_3517703_APP_USO.cpg,14-08-2021 21:38,5 B
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP_USO.dbf,file,SP_3517703_APP_USO.dbf,14-08-2021 21:38,2 KB
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP_USO.prj,file,SP_3517703_APP_USO.prj,14-08-2021 21:38,418 B
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP_USO.shp,file,SP_3517703_APP_USO.shp,14-08-2021 21:38,2.1 MB
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP_USO.shp.xml,txt-xml,SP_3517703_APP_USO.shp.xml,14-08-2021 21:38,21 KB
https://geo.fbds.org.br/SP/GUARA/APP/SP_3517703_APP_USO.shx,file,SP_3517703_APP_USO.shx,14-08-2021 21:38,140 B
https://geo.fbds.org.br/SP/GUARA/HIDROGRAFIA/SP_3517703_MASSAS_DAGUA.cpg,file,SP_3517703_MASSAS_DAGUA.cpg,14-08-2021 21:38,5 B
https://geo.fbds.org.br/SP/GUARA/HIDROGRAFIA/SP_3517703_MASSAS_DAGUA.dbf,file,SP_3517703_MASSAS_DAGUA.dbf,14-08-2021 21:38,51 KB
